player_name,club,position,age,minutes_played,PSxG_minus_GA,aerial_duels_won_pct,aerials_attempted,assists,avg_pass_length,blocks,carries_into_final_third,clearances,dispossessed,errors_leading_to_shot,gk_sweeper_actions,goal_creating_actions,goals,ground_duels_won_pct,interceptions,key_passes,miscontrols,pass_completion_pct,passes_into_final_third,passes_launched_pct,pressure_success_rate,pressures,progressive_carries,progressive_passes,progressive_passes_received,save_pct,shot_creating_actions,tackles_won,xAG,xG
Renato Jota,Arsenal,CB,21,2204,,60.64404712805926,2.9846351245024056,0.023836860471467707,,0.865162331578996,0.08709493176886524,3.647250206997762,0.23336080603072445,0.019858896785704887,,0.20210439816386405,0.06549883610604486,62.068496408990505,0.8204075643099696,0.5155113812968303,0.3022112849595699,85.71311878069947,2.7565334427512633,,28.386960370952206,10.866830653881301,0.8494039574270819,1.7643573277786162,0.939016426908838,,0.7185672003234638,1.047973458631191,0.0,0.0644343798220069
Scott Armstrong,Arsenal,CB,24,1914,,75.37041930015822,7.046309973106977,0.03521055077733949,,1.1857585930522636,0.1650146383659229,7.79513375534639,0.9833348445498862,0.0029354112228279217,,0.015672018714388447,0.0695765068920379,52.47482665697035,0.17258875737110546,0.0,0.8941793473239722,87.36245319595398,1.0436523397346673,,21.902746921610216,10.917125342260334,1.531581511240273,2.193370933052914,1.5456157952124763,,0.48248843193914803,1.3139060357024657,0.04645283762489398,0.010412515660058637
Endrick Fernandez,Burnley,CB,34,1967,,49.72400131967093,5.774036899448157,0.0015679237946250382,,0.3305062258403759,0.0,5.003379865577514,0.5724933565030254,0.0177360438277051,,0.0941165666952958,0.0,62.62926482336937,0.5862062317815402,0.0,1.08552805459296,87.91264586558532,2.738034439928251,,24.802150013799146,11.803936410152838,1.968820901427551,5.234987495677508,0.18003035228629738,,0.18627677933024034,1.9646683301647434,0.01438234761433767,0.01729180180617485
Alejandro Tierney,Everton,CB,25,1744,,32.82110547193759,4.241128842847301,0.021410021976141592,,1.1796786926779552,0.36506993517259756,7.894832967502603,0.6845770300905684,0.056878413297482396,,0.0,0.05075653790714404,52.13777050159331,0.6973653672753342,0.06598358742344557,0.7431987142369916,83.76549503335534,2.7795611424764775,,44.49843295510705,1.5552688417467841,1.1118531744486535,7.2527567516460145,0.7675311579900536,,0.8098029501144345,2.7295967715642018,0.013996429585058267,0.04413408880199788
James Shaw,Crystal Palace,CB,25,2208,,57.77168325579321,3.1756384293734774,0.03477481798585126,,0.0,0.21445007038540642,5.612719265894643,0.7507423688943011,0.06089479021096959,,0.04863687822981918,0.11391300051824182,51.57659061336118,0.0540186754151184,0.0,0.2732679155767034,84.46967949704671,0.5843416606793221,,40.912669531484404,10.620886401229292,1.8110814167619544,5.374920474824211,0.9047622017081741,,0.7928267342102101,1.0057249774280395,0.0,0.08003662833358559
Matheus Verratti,Aston Villa,CB,29,2122,,52.47794153868981,5.365339002965638,0.034992162096743044,,0.5145446222524783,0.9451863566641054,2.552718991477333,0.1907558839186539,0.04195581381924679,,0.0,0.05550812565048059,52.54238499987098,0.6705797534253497,0.0,0.7019757395237191,91.18834874540929,1.3732949530831056,,37.1172154906109,8.32313890180807,2.2762075059956364,3.861618746452887,1.2516740216448303,,0.2870334664154216,2.0990246641780392,0.048752556037444605,0.05450327601602373
Ibrahim Elanga,Aston Villa,CB,23,2124,,66.9147374585706,4.1682857120076395,0.0567564687782267,,1.4844715466881317,0.04393563234950776,4.7086565692547335,0.6343441150168131,0.08069268961844908,,0.024626813486283948,0.003577004643142055,44.7771971835267,0.1182610260656558,0.7384056572047908,0.3521856498917895,84.37483690999834,0.06511180307967579,,28.10378987073159,9.957703722241064,1.3904472457432921,6.062994566561221,0.7719375087674873,,0.001344524038669359,0.47046544553752156,0.04942454072128423,0.02335391652807598
Callum White,Arsenal,CB,26,2379,,81.36872879164609,5.729335629782612,0.06333302167254776,,1.6140673608288525,0.8420077297189115,6.244887630399772,0.6327636872612159,0.013165984087634898,,0.20292533905179722,0.046324763396204366,51.28283303414305,1.3654191131752647,0.40343538750119634,1.0558505637991609,79.1946509596984,1.900735296114744,,13.261481341089343,6.427819431703319,0.0,6.603141715772713,2.5501800746095493,,0.1939728377084735,1.2594208926043204,0.0,0.054210248458334116
Ruben Diallo,Everton,CB,30,1941,,58.15669134782373,5.165035098416003,0.05022374224006318,,1.619024466657856,0.5995149239204332,5.809583991324137,0.43912580456133565,0.05045781756365864,,0.0752162261685915,0.06547625133488841,44.06528629538017,1.5753125604763283,0.4181157785273252,0.8176849512416793,87.58044347924246,0.8973478831655357,,42.2329854026605,16.05148369309996,1.0106656288056124,2.4962862762479627,2.945453295440659,,0.5795211552733612,1.3531280501135248,0.03250863232231672,0.0
Alvaro Nkunku,Everton,CB,24,2209,,62.93064044674712,7.117196000889118,0.05173793979799705,,0.6688423567689377,0.24877356650985039,4.655192666945818,0.37940222596123857,0.029841690343575585,,0.06787500527663576,0.06044887258190139,65.99979650342084,1.0723024523751787,0.02673823634173922,0.9245811337213758,84.14051373254738,1.8808934029891025,,22.39459204827764,10.136196224155109,2.096990970129946,6.706602730013377,2.420669474308191,,0.6868924779242098,0.5497807035851636,0.02631946087514618,0.0
Wilfried Koch,Bournemouth,CB,22,2257,,78.29869662344646,2.7699946231949144,0.08313330819749387,,0.7656243099839409,1.2014764106804323,7.629108385316046,0.5393173478138433,0.051423059079385,,0.1902432005292512,0.020750355045383514,51.20193488210105,1.097966937215412,0.1316961861767414,0.7626805401386033,80.10620253801396,1.8737379949769601,,40.92770846035651,9.588362006012076,0.0967083927302419,4.852397903838004,1.6247338224261592,,1.1709941134738018,0.0,0.0,0.0
Matheus Robertson,Crystal Palace,CB,30,1726,,45.23374754220609,2.2038615559930594,0.029145023887469756,,0.6660503460267997,0.0968428201505821,4.116142913389189,0.5189007105004099,0.061154571385889554,,0.05558337507364647,0.07875991481103431,54.41588756141318,1.2332863343047669,0.1919481506283158,1.0897130709824914,85.54587652154396,3.0310318576679744,,33.82469307692534,11.178040943119022,1.421759911439807,5.3014366461212505,1.611188177492234,,0.0631299334516372,0.0378198403767509,0.05725804079676333,0.015307494512963725
Niklas Raspadori,Bournemouth,CB,27,1975,,29.382585793107175,1.7328128473013238,0.036897396592761,,0.6295930777274525,0.0,2.6478276729440227,0.53076595511788,0.06915502154081847,,0.1429603766326044,0.03116130728854584,46.66963277203988,0.6843302808802447,0.2774834118235821,0.9558766821280009,81.37476223128111,2.2385811229809174,,32.600250004518365,6.173366497394161,2.0633547268938095,2.800011178348395,0.6624227256793642,,0.4753014676710211,1.9469684271878673,0.03676679518530542,0.029160526304093458
Phil Mbappe,Everton,CB,25,2214,,64.88237429263438,7.254171681754258,0.0016895066508931592,,1.6528699520816197,0.4070922680303059,3.894504366443319,0.5018050041308214,0.06655169268760856,,0.07003052948301605,0.030982742030876028,36.19201572025942,1.6181508782816456,0.13989842310297212,0.8302853151827335,82.933607433915,2.3192258611273924,,38.88664630541761,7.8224130491100965,0.8737709065305498,5.514659940027884,2.0444656709201,,0.371420312321305,1.8945046548126803,0.0,0.03209758742984476
Sergio Rice,Fulham,CB,34,2117,,53.375921897576546,5.404514262479442,0.057686406581068064,,0.4350284879440278,0.30638794737092956,2.9182163246179105,0.49942404404709617,0.10482163954456528,,0.10865176023600771,0.05238480327636667,25.694056241472243,1.0446795784785556,0.0,1.697168124961194,87.48875728650282,0.47653659259458214,,34.41690038094437,13.102378858487834,2.058202625418512,6.3587435491508755,1.7692877862360403,,0.7807074403763936,1.920183754955593,0.02736369772753138,0.0
Marco Griezmann,Liverpool,CB,28,2057,,45.00374102729804,2.92514226128171,0.038931677914297275,,0.9917926861854426,0.7527925935045581,5.5240495663710725,0.5993120464988587,0.06497545806825053,,0.0,0.0356109019322284,66.0467921540253,1.20840709984489,0.0,0.23829236076370042,82.31981033066926,2.6438127093831048,,29.044362624396815,9.010214877983504,0.8804655342017943,6.463843962937381,1.6276894993482045,,0.7853479224130747,1.3338732110436997,0.0223250378597753,0.0
Florian Lookman,Manchester United,CB,30,2161,,52.61185014413384,5.941038679920736,0.09383110163801077,,0.40607476523540853,0.0,6.79614862413524,0.1936864517965034,0.029970210249723357,,0.10273055620750367,0.0991709804269692,55.02993291199956,0.5353565318131692,0.601023772660657,0.38198251616547907,87.2113648496442,1.8251585371023906,,37.41377818688564,10.457674657690406,1.64690411411844,6.180281169211638,1.6969423594395696,,0.9024992654519224,1.1644304123844407,0.02670797455109449,0.06944423614517714
Andrea Nkunku,Burnley,CB,26,1960,,60.636075627280775,3.89935006068558,0.049481436119328585,,1.170960547476921,0.7794265381486021,2.4813747291645214,0.27130296259170433,0.08895576512869605,,0.12834071835455005,0.05359501444770815,59.85161112545738,1.4938171963605604,0.39958220456699534,0.840770354949063,81.56853535739197,3.186136316960768,,29.958303249980894,10.126209743792284,0.0,4.14401114592397,0.0,,0.37689146160423054,1.8273193648738082,0.04848404004006715,0.042294853719860775
Rayan Muller,West Ham United,CB,29,1882,,63.78144863653803,4.523366812148367,0.0531253674585961,,1.082009488139008,0.4212457205184362,6.801226722467761,0.4312122039343076,0.04690575280716584,,0.015682246862586846,0.0017749933039440807,69.54050181457458,0.9591739566941023,0.7396703716537743,0.3541532147728293,82.0329375625393,1.5556328797869772,,31.34858172588552,15.152050982715467,1.476753428201806,9.20123426110605,0.4981474755837061,,0.5758992614394852,1.4467031508095778,0.02387794246683453,0.0
Rayan Molina,Arsenal,CB,28,2253,,66.49218348265595,4.301939837845715,0.02240244744787298,,1.531674201192653,0.9967839987255245,5.090201979581137,0.6842297531337871,0.0889465404537636,,0.15357757733893698,0.13501228642109553,49.039111003438336,0.12818739873895924,0.6384796758746882,1.2520397265618055,85.0552865737005,2.3803639430263983,,26.325001534559977,10.386385039642764,1.2941266472775368,5.5786700131070734,1.6495331869439673,,0.33757802534361303,0.36113420412068953,0.03731257441204944,0.07305900469936319
Kai Pereira,Manchester United,CB,23,1968,,72.73784622383712,4.149713234993798,0.0,,0.8263297013939114,0.46062159907684813,3.713720767193227,0.0,0.12085364969070735,,0.06585023826950884,0.06802892627438344,58.52034471802924,0.9394943581700048,0.5350951834131439,0.702441555929065,78.57392352867507,2.203108550185637,,27.836065226366916,5.967129055531314,1.9881541138859382,7.477316921434553,1.3826604930501663,,0.300074664686193,1.2612187783443445,0.06910695203424262,0.006162016346248352
Youssouf Traore,Arsenal,CB,24,1822,,66.97135752193216,5.651556956449455,0.07865332747954756,,0.6754067892868465,0.5005359387017948,5.456070310200008,0.0,0.054424524903147115,,0.09635871580592772,0.033402488984151255,51.1575408711943,0.9072639409687845,0.7090586209458193,1.3891814288758297,91.62378400607146,2.3840578312715657,,11.98608830005189,1.881362456370736,1.3378424866012493,4.806833252918627,2.9750360024398876,,0.9850630289947365,0.8740975013663317,0.0311168350926473,0.03185113902151104
Ben McTominay,Brighton,CB,26,2099,,45.02792421782767,4.647269043008382,0.0,,1.2418742920542247,0.49574452935272273,2.7596189461166696,0.4051406886256436,0.07531431658429226,,0.0007706609505777617,0.029815673209358795,38.99794150956522,0.841559906795738,0.4445881285908493,0.2494450003688209,80.04716602098333,2.5662095977839376,,19.657164025305352,8.727458483926204,3.120196864453124,8.043135505944864,1.2706004658522807,,0.7669887834968058,0.055121752064839935,0.004174749644292895,0.00044525903067520883
Caleb Ramirez,Aston Villa,CB,26,1734,,63.462947223169614,4.615685928100026,0.03230037650800742,,1.2547036217618954,0.21457840745185802,3.3196605573859372,0.08659721694564015,0.04256173291255805,,0.0978506642711333,0.08030043083946237,48.49436379594408,0.6569029346504766,0.1862988806761874,0.0,80.61761899879069,1.3204903713410576,,20.475470542461267,15.197215753568479,2.772339220548119,2.5896002145195043,0.8587735110742796,,1.5126531509104248,0.40647532002499254,0.0880138045556456,0.05250365436410834
Thomas Rudiger,Manchester City,CB,22,2291,,50.855815925308924,2.779016821912209,0.03866691496886937,,1.1472762858661203,0.09948342689738232,6.99338421622048,0.3407070486332856,0.10107923328792173,,0.11423222216830912,0.09299822717526524,43.15871668101728,1.1830938792874166,0.4981029606367945,1.4734344838152091,85.5622860224895,1.4074741695420858,,24.810174369896764,12.55049981926021,1.9477911780006112,3.1783854084517644,2.0191607633541366,,0.6106341365304394,1.5357242223696996,0.042329477307026256,0.06871691286963522
Federico Armstrong,Sheffield United,CB,25,2227,,51.73097777686203,6.598805398454081,0.0,,1.1648326138327012,1.1147862615670578,5.370448210041056,0.38751659304525937,0.07374218779622267,,0.02983657310925277,0.03313741959134607,55.97413412957782,1.7698240209655058,0.265852702801016,1.3797379204945215,90.17255706333752,2.1504411624484177,,36.97045233478834,7.800303444521236,0.8421623074923168,5.343547336534688,1.0196867823936198,,0.5538004482804261,1.1768770428939523,0.07550377971417743,0.05901897707528317
Rafael Neves,Luton Town,CB,27,1729,,57.69796175894524,8.406316938722416,0.08860210927408153,,1.2381932433927416,0.037014147106631146,1.3638852110928927,0.5160444880465701,0.023543324307727362,,0.09545842525526964,0.01601002203524541,63.24199619795863,0.23680194834072565,0.2682838269685187,0.4138595220764946,86.10309254342828,1.8054271481306063,,30.544216033056312,12.78543529326921,2.235533000299464,0.8928922623682589,0.0,,0.0,1.3502677801564564,0.023459126156867335,0.040910944510288885
Fabricio Barella,Brighton,CB,30,1737,,55.361754732220184,5.476879865320701,0.010107441219928313,,0.9915080115715752,0.0,5.94143929126502,0.7226086708938472,0.06171735293989167,,0.0,0.0,40.14944520872564,1.8181129198650101,0.17184734557859063,0.7504762822681362,92.73768816140934,1.6392458359122546,,33.6355861866205,7.637101167497885,1.1567336114645363,2.6759985987589334,2.2436562412678693,,0.5911008820603156,1.5392762515014558,0.0,0.06698705802308089
Ibrahim Flores,Aston Villa,CB,31,2039,,44.57883874578698,8.95771995976214,0.052359147463802616,,0.38324709270732404,0.6864710648789243,4.834728967050911,0.3478684158715274,0.12651819230927008,,0.1137363723148696,0.05080381736789146,58.26843470388023,0.6366423040268959,0.6747790906838795,0.6495151584866142,80.2401450208865,2.0908548484386658,,33.850167584224195,7.207410327335268,1.8605216073032254,9.679341948992988,1.4289563535276075,,0.4988474214728675,1.463394617633337,0.04405658335518608,0.08578484422869934
Victor Neto,Wolverhampton Wanderers,CB,25,1863,,37.13147378727662,4.756264709212532,0.06586000151236401,,0.0,0.0,3.6286106012921726,0.8746273317231519,0.04341395889824195,,0.1535620345946408,0.0,58.64534489033262,1.1024275438178543,0.45317841008465676,0.8376732232929249,88.61448927985047,2.4912314168473797,,16.367207017858146,13.358566840125258,0.6111084628593954,7.191535920328985,2.5965079681374985,,1.1894445569012382,1.6974726426396316,0.04130843357086117,0.018609404245723167
Jordan Doumbia,Nottingham Forest,CB,23,1947,,53.78819791854641,4.432674872912817,0.08432180902510106,,1.1052799244308724,0.0,3.446072260934931,0.9103722352162913,0.13918927365638195,,0.07947231863086572,0.013123519052812928,50.083443850345155,1.4912653708763286,0.6084011834885226,1.3043749294251938,81.2257658821537,2.455906850104223,,35.179918589999055,9.361250550724083,0.09014731875730897,8.152171610510784,2.0821219570451994,,0.8606992565612159,0.35410834263131374,0.04386637467031874,0.01372326539664525
Serge Dembele,Manchester City,CB,31,2076,,54.477934307948495,3.1278194991649566,0.03348321525343971,,0.40107301212233243,0.6442366710627365,6.217513172525701,0.9316116447077694,0.02341495999747476,,0.0,0.04112088748103507,46.3180656935922,1.2727494532624912,0.47108458346378496,0.2437258280098975,74.36948888502393,2.1165512167734066,,38.29035671755313,12.885494718347429,2.3808303925237273,5.126365592150555,0.8708451014901678,,0.4240049181881165,1.5927957170686715,0.041715917889585515,0.023717735188811755
Pedro McTominay,Aston Villa,CB,36,2084,,81.20913912492145,5.443174960879128,0.030803031361388268,,0.3854426659665211,0.0,1.7515349406792113,0.8375131765124075,0.0,,0.08241539012002777,0.10065760402357615,64.62960573249448,0.9453712818760865,0.1438722332237765,0.843794143778835,80.29002816513479,2.6597059550149877,,28.972110973999467,15.135134377481648,1.7569287739335748,4.610596558348432,1.2838046839972228,,0.995421296986126,2.5797534558223916,0.020233649654414043,0.012203394453889224
